id,thread_id,author,body,timestamp,unix_timestamp,position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,hasPaidProductPlacement,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,source_filename,date_collected,youtube_url
FTmhP1KeEcM,UCoMdktPbSTixAyNGwb-UYkQ,cd03653698b326f12475b085dc74521a09b2bfbb95548d38,Survivors of Cyclone Idai in Mozambique have been left to fend for themselves with no government help. Sky News witnessed the deck of a fishing boat was packed with residents from a town where people are now surviving on the roofs of their homes. SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews Follow us on Twitter: https://twitter.com/skynews Like us on Facebook: https://www.facebook.com/skynews Follow us on Instagram: https://www.instagram.com/skynews For more content go to http://news.sky.com and download our apps: Apple: https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB,2019-03-24 12:33:13,1553430793,57,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,FTmhP1KeEcM,2019-03-24T12:33:13Z,2019-03-24 12:33:13,Survivors of Cyclone Idai struggle to survive with no government help,Survivors of Cyclone Idai in Mozambique have been left to fend for themselves with no government help. Sky News witnessed the deck of a fishing boat was packed with residents from a town where people are now surviving on the roofs of their homes. SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews Follow us on Twitter: https://twitter.com/skynews Like us on Facebook: https://www.facebook.com/skynews Follow us on Instagram: https://www.instagram.com/skynews For more content go to http://news.sky.com and download our apps: Apple: https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB,"Cyclone Idai,Mozambique,africa,crisis,fishing boat,climate change,storm,Sesimbra,refugees,aid,rescue",25,News & Politics,Society,PT3M24S,204,2d,hd,false,en,en,https://i.ytimg.com/vi/FTmhP1KeEcM/maxresdefault.jpg,1,,,,,19182,79,,0,48,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=FTmhP1KeEcM
2Fn2zi0zOwg,UC5O114-PQNYkurlTg6hekZw,feb5c2391216514caafd4fa750fef275c6ffb2316f13259a,"United Nations Secretary-General António Guterres issued an urgent appeal for aid to countries affected by the recent floods triggered when Cyclone Idai devastated southern Africa. He also named senior officials to coordinate the relief effort in Mozambique, hit hardest by the disaster that also took a heavy toll on Zimbabwe and Malawi.",2019-03-27 17:15:15,1553706915,58,UC5O114-PQNYkurlTg6hekZw,United Nations,2Fn2zi0zOwg,2019-03-27T17:15:15Z,2019-03-27 17:15:15,Cyclone Idai: UN Chief urges aid to worst-hit countries,"United Nations Secretary-General António Guterres issued an urgent appeal for aid to countries affected by the recent floods triggered when Cyclone Idai devastated southern Africa. He also named senior officials to coordinate the relief effort in Mozambique, hit hardest by the disaster that also took a heavy toll on Zimbabwe and Malawi.",,25,News & Politics,"Politics,Society",PT1M19S,79,2d,hd,false,en,en,,1,,,,,935,17,,0,1,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=2Fn2zi0zOwg
EIq-Md3ZX_M,UCVceseP67iwqm2FnfZCV8ug,19531ceb6b99bdaf7cdb1f7f10af6a0ace044c69526e0b5a,"Hear the heart wrenching stories of people affected by Cyclone Idai. We also track Clever Rukezo as he returns home to see the fate of his family. The humanitarian organisations, Government and the corporate world has come in to assist those affected by Cyclone Idai.",2019-03-23 09:33:02,1553333582,59,UCVceseP67iwqm2FnfZCV8ug,Constituency Talk,EIq-Md3ZX_M,2019-03-23T09:33:02Z,2019-03-23 09:33:02,Constituency talk Chimanimani Cyclone Idai,"Hear the heart wrenching stories of people affected by Cyclone Idai. We also track Clever Rukezo as he returns home to see the fate of his family. The humanitarian organisations, Government and the corporate world has come in to assist those affected by Cyclone Idai.",,22,People & Blogs,Society,PT23M57S,1437,2d,hd,false,en-GB,en,https://i.ytimg.com/vi/EIq-Md3ZX_M/maxresdefault.jpg,,,,,,34762,81,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=EIq-Md3ZX_M
OLkXmcq11ro,UCg178cchFvhCClnLWSR5iAw,b981cc6d48edf163a20597e965b05620ac03ffecad629125,"As Zimbabwe declares a 'state of emergency', Mozambique has declared three days of mourning and there are more rains and floods to come in a landscape so flooded already. Aid rescuers are struggling and hundreds and thousands of people are homeless, as perhaps the biggest storm to hit the southern hemisphere on record, now has an appeal being prepared to raise funds to help under the weight of such devastation. Part of the ""Weather Events (usually extreme) 2018+"" series (on this channel), See play list ""Weather Events (usually extreme) 2018+"" for more. Includes reports, unusual & unseasonal occurrences.",2019-03-20 23:12:54,1553123574,60,UCg178cchFvhCClnLWSR5iAw,Mark 1333,OLkXmcq11ro,2019-03-20T23:12:54Z,2019-03-20 23:12:54,Weather Events 2019 - Devastation of Cyclone Idai (Mozambique/Africa) - ITV News - 20th March 2019,"As Zimbabwe declares a 'state of emergency', Mozambique has declared three days of mourning and there are more rains and floods to come in a landscape so flooded already. Aid rescuers are struggling and hundreds and thousands of people are homeless, as perhaps the biggest storm to hit the southern hemisphere on record, now has an appeal being prepared to raise funds to help under the weight of such devastation. Part of the ""Weather Events (usually extreme) 2018+"" series (on this channel), See play list ""Weather Events (usually extreme) 2018+"" for more. Includes reports, unusual & unseasonal occurrences.",Weather Events 2019 - Devastation of Cyclone Idai (Mozambique/Africa) - ITV News - 20th March 2019,25,News & Politics,"Society,Television_program",PT3M9S,189,2d,hd,false,en,en-GB,https://i.ytimg.com/vi/OLkXmcq11ro/maxresdefault.jpg,,,,,,490,1,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=OLkXmcq11ro
iRS60P81J9E,UC8yH-uI81UUtEMDsowQyx1g,9b1a6aa2f1f4b3a4682ad6c47ed4921a73cc229f0a1a1dd8,"It's been more than three weeks now since the devastating Cyclone Idai made landfall. While the waters might have receded the true extent of the damage is only now being assessed. It was one of southern Africa's worst natural disasters. A reported 82 bodies washed away from Zimbabwe to Mozambique have since been buried in Mozambique. Hundreds remain unaccounted for. For more news, visit: sabcnews.com",2019-04-03 14:44:56,1554302696,61,UC8yH-uI81UUtEMDsowQyx1g,SABC News,iRS60P81J9E,2019-04-03T14:44:56Z,2019-04-03 14:44:56,Cyclone Idai | Hundreds remain unaccounted for three weeks later,"It's been more than three weeks now since the devastating Cyclone Idai made landfall. While the waters might have receded the true extent of the damage is only now being assessed. It was one of southern Africa's worst natural disasters. A reported 82 bodies washed away from Zimbabwe to Mozambique have since been buried in Mozambique. Hundreds remain unaccounted for. For more news, visit: sabcnews.com","SABC News,actuality,world news,local news,Zimbabwe,Mozambique,Cyclone Idai",25,News & Politics,"Politics,Society",PT4M52S,292,2d,hd,false,en,en,https://i.ytimg.com/vi/iRS60P81J9E/maxresdefault.jpg,,,,,,609,2,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=iRS60P81J9E
k0uCxITg_gM,UC1_E8NeF5QHY2dtdLRBCCLA,b361efa9add82a0d4ad259924c39228b9b0648d0090674c7,"It's a storm that many there say they have never been experienced before. Cyclone Idai as it is called made landfall near Beira, Mozambique around midnight Thursday and moved through neighboring Zimbabwe and parts of Malawi. At the end of its turmoil, up to 1000 people are estimated may have died. Mozambique's President Filipe Nyusi who flew over over some of the worst-hit areas on Monday gave this figure and described seeing bodies floating in the rivers. … READ MORE : http://www.africanews.com/2019/03/19/mozambique-cyclone-idai-may-have-killed-1000-morning-call Africanews on YouTube brings you a daily dose of news, produced and realised in Africa, by and for Africans. Africanews is the first pan-African multilingual media outlet, unique in its concept and vision. Subscribe on our Youtube channel https://www.youtube.com/c/africanews and receive all the latest news from the continent. Africanews is available in English and French. Website : www.africanews.com Facebook : https://www.facebook.com/africanews.channel/ Twitter : https://twitter.com/africanews",2019-03-19 09:55:08,1552989308,62,UC1_E8NeF5QHY2dtdLRBCCLA,africanews,k0uCxITg_gM,2019-03-19T09:55:08Z,2019-03-19 09:55:08,Mozambique: Cyclone Idai may have killed 1000 [Morning Call],"It's a storm that many there say they have never been experienced before. Cyclone Idai as it is called made landfall near Beira, Mozambique around midnight Thursday and moved through neighboring Zimbabwe and parts of Malawi. At the end of its turmoil, up to 1000 people are estimated may have died. Mozambique's President Filipe Nyusi who flew over over some of the worst-hit areas on Monday gave this figure and described seeing bodies floating in the rivers. … READ MORE : http://www.africanews.com/2019/03/19/mozambique-cyclone-idai-may-have-killed-1000-morning-call Africanews on YouTube brings you a daily dose of news, produced and realised in Africa, by and for Africans. Africanews is the first pan-African multilingual media outlet, unique in its concept and vision. Subscribe on our Youtube channel https://www.youtube.com/c/africanews and receive all the latest news from the continent. Africanews is available in English and French. Website : www.africanews.com Facebook : https://www.facebook.com/africanews.channel/ Twitter : https://twitter.com/africanews","africanews,af_the_morning_call,Climate,Storm,natural disaster,Filipe Nyusi",25,News & Politics,Society,PT4M41S,281,2d,sd,false,en,en,,1,,,,,1698,5,,0,2,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=k0uCxITg_gM
AGQcY26Eh8I,UCKasAEU4v-TWrzQMlIyodKw,547b0510699d52b64308ef3029bcb0022c6d39eb4e2c56bc,Cyclone Idai has led to severe flooding in Mozambique. We are working with our humanitarian partner World Food Programme to ensure that cut-off communities have access to food. 🆘🇪🇺🚁 #EUCivilProtection,2019-04-08 10:00:56,1554717656,63,UCKasAEU4v-TWrzQMlIyodKw,EU Civil Protection & Humanitarian Aid,AGQcY26Eh8I,2019-04-08T10:00:56Z,2019-04-08 10:00:56,Cyclone Idai response: delivering food to cut-off communities,Cyclone Idai has led to severe flooding in Mozambique. We are working with our humanitarian partner World Food Programme to ensure that cut-off communities have access to food. 🆘🇪🇺🚁 #EUCivilProtection,"Humanitarian Aid,European Union,European Commission,Civil Protection,EU Humanitarian Aid,EU Civil Protection,Aid delivery,Disaster Response,EU,Mozambique,Cyclone Idai,emergency response,natural disaster,World Food Programme,aid helicopter,flooding response,square video,Africa,Malawi,Zimbabwe,EUCivPro",29,Nonprofits & Activism,Society,PT1M11S,71,2d,hd,false,en,en-GB,https://i.ytimg.com/vi/AGQcY26Eh8I/maxresdefault.jpg,,,,,,1124,5,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=AGQcY26Eh8I
C8-pnSPYKKs,UC7fWeaHhqgM4Ry-RMpM2YYw,9a021d2a4896a6941aa15314718d5e8ac47eb091ebec71f5,"Mozambique's president says the death toll from a cyclone that battered the country last week could spike to a thousand. The Red Cross has begun reaching hard hit areas. It says 90 percent of the city of Beira is either damaged or destroyed. As Natasha Hussain reports, Cyclone Idai's confirmed death toll so far is more than 200 in Mozambique, Zimbabwe and Malawi. #Cyclone #Idai #Zimbabwe",2019-03-18 19:25:05,1552937105,64,UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,C8-pnSPYKKs,2019-03-18T19:25:05Z,2019-03-18 19:25:05,"Cyclone Idai: Red Cross says damage is 'massive, horrifying'","Mozambique's president says the death toll from a cyclone that battered the country last week could spike to a thousand. The Red Cross has begun reaching hard hit areas. It says 90 percent of the city of Beira is either damaged or destroyed. As Natasha Hussain reports, Cyclone Idai's confirmed death toll so far is more than 200 in Mozambique, Zimbabwe and Malawi. #Cyclone #Idai #Zimbabwe","Chimanimani Cyclone,Chimanimani,Zimbabwe Cyclone,Cyclone Idai Zimbabwe,Cyclone-idai,Red Cross,Malawi,Zimbabwe,Mozambique,Africa,Environment,TRT,TRT World,TRT News",25,News & Politics,"Politics,Society,Television_program",PT1M51S,111,2d,hd,false,en,en,,,,,,,5920,60,,0,8,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=C8-pnSPYKKs
Y0TlfCVQld0,UCg178cchFvhCClnLWSR5iAw,b981cc6d48edf163a20597e965b05620ac03ffecad629125,"The U.N. (United Nations) is saying this is possibly the worst storm to hit the Southern Hemisphere, on record! Cyclone Idai swept across several countries in Africa. Here we we images from Mozambique which was hit hard and learn of the estimated 1,000 dead and missing and how that figure may rise. Part of the ""Weather Events (usually extreme) 2018+"" series (on this channel), See play list ""Weather Events (usually extreme) 2018+"" for more. Includes reports, unusual & unseasonal occurrences.",2019-03-19 14:32:28,1553005948,65,UCg178cchFvhCClnLWSR5iAw,Mark 1333,Y0TlfCVQld0,2019-03-19T14:32:28Z,2019-03-19 14:32:28,Weather Events 2019 - Cyclone Idai worst on record? (Africa/Mozambique) - BBC News - 19th March 2019,"The U.N. (United Nations) is saying this is possibly the worst storm to hit the Southern Hemisphere, on record! Cyclone Idai swept across several countries in Africa. Here we we images from Mozambique which was hit hard and learn of the estimated 1,000 dead and missing and how that figure may rise. Part of the ""Weather Events (usually extreme) 2018+"" series (on this channel), See play list ""Weather Events (usually extreme) 2018+"" for more. Includes reports, unusual & unseasonal occurrences.","Weather Events 2019 - Cyclone Idai damage images (Africa/Mozambique) - BBC News - 19th March 2019,Weather Events 2019 - Cyclone Idai damage images (Mozambique) - BBC News - 19th March 2019,Weather Events 2019 - Cyclone Idai worst on record (Africa/Mozambique) - BBC News - 19th March 2019",25,News & Politics,"Society,Television_program",PT3M18S,198,2d,hd,false,en,en-GB,https://i.ytimg.com/vi/Y0TlfCVQld0/maxresdefault.jpg,,,,,,2432,6,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=Y0TlfCVQld0
4j9FHTV9rus,UCCCPCZNChQdGa9EkATeye4g,694bff0d8bc9bd1c5540540d2ddef42a3d16b12930ffc7c2,"Abonnez-vous à notre chaîne sur YouTube : http://f24.my/youtube En DIRECT - Suivez FRANCE 24 ici : http://f24.my/YTliveFR Le cyclone Idai qui a balayé en fin de semaine le Mozambique et le Zimbabwe, emportant routes, ponts, hôpitaux, écoles et au moins un barrage, a fait au moins 162 morts et endommagé ou détruit, selon la Croix-Rouge lundi, ""90%"" de la deuxième ville mozambicaine de Beira. Notre site : http://www.france24.com/fr/ Rejoignez nous sur Facebook : https://www.facebook.com/FRANCE24.videos Suivez nous sur Twitter : https://twitter.com/F24videos",2019-03-19 13:55:41,1553003741,66,UCCCPCZNChQdGa9EkATeye4g,FRANCE 24,4j9FHTV9rus,2019-03-19T13:55:41Z,2019-03-19 13:55:41,Des centaines de morts redoutés en Afrique australe après le cyclone Idai,"Abonnez-vous à notre chaîne sur YouTube : http://f24.my/youtube En DIRECT - Suivez FRANCE 24 ici : http://f24.my/YTliveFR Le cyclone Idai qui a balayé en fin de semaine le Mozambique et le Zimbabwe, emportant routes, ponts, hôpitaux, écoles et au moins un barrage, a fait au moins 162 morts et endommagé ou détruit, selon la Croix-Rouge lundi, ""90%"" de la deuxième ville mozambicaine de Beira. Notre site : http://www.france24.com/fr/ Rejoignez nous sur Facebook : https://www.facebook.com/FRANCE24.videos Suivez nous sur Twitter : https://twitter.com/F24videos","cyclone,beira,mozambique,maputo,afrique,zimbabwe,catastrophe climatique,humanitaire,désastre,écologie,environnement,monde,international,communauté internationale,rescapés,Filipe Nuysi,fr24,france 24,actu,actualité,info,infromation,EXTRAIT,news",25,News & Politics,"Politics,Society",PT1M25S,85,2d,hd,false,fr,fr,https://i.ytimg.com/vi/4j9FHTV9rus/maxresdefault.jpg,1,,,,,1552,7,,0,1,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=4j9FHTV9rus
B0Gs-jiUR9Q,UCxaxByoDuEdGqFIwTgG0XYw,e2ee8ab62ff04be96e0217095a80db535739e1261fbb6a7d,"One month after Cyclone Idai struck, the humanitarian community continues to help affected communities in Mozambique.",2019-04-14 16:21:47,1555258907,67,UCxaxByoDuEdGqFIwTgG0XYw,UN Humanitarian,B0Gs-jiUR9Q,2019-04-14T16:21:47Z,2019-04-14 16:21:47,Cyclone Idai - One month on,"One month after Cyclone Idai struck, the humanitarian community continues to help affected communities in Mozambique.","idai,cyclone,floods,mozambique,humantiarian,aid,UN,OCHA,education,cholera,Humanitarian Aid,shelter,housing,victims,natural disaster,Southeast Africa,Vaccines",29,Nonprofits & Activism,,PT43S,43,2d,hd,false,en,en-GB,,,,,,,902,27,,0,2,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=B0Gs-jiUR9Q
-Dm9PyS1wGM,UC25EuGAePOPvPrUA5cmu3dQ,a219da0cbaffc1e3139ac9e482c544400d32a2c9551ec228,"Au Zimbabwe, au moins 98 personnes sont mortes et 217 personnes sont portées disparues dans l'Est et le Sud selon le gouvernement. Le Malawi a également été durement touché.… LIRE L’ARTICLE: http://fr.africanews.com/2019/03/19/appel-a-l-aide-pour-les-pays-touches-par-le-cyclone-idai-morning-call-part1 La chaîne YouTube d' Africanews vous apporte votre dose quotidienne d’ informations traitant de l’actualité africaine et internationale, une sélection faite par les Africains, pour les Africains. Africanews est la première chaîne d’ information panafricaine, bilingue et indépendante en Afrique subsaharienne. Abonnez-vous à notre chaine Youtube https://www.youtube.com/c/africanewsfr et recevez chaque jour le meilleur de l’actualité panafricaine. Africanews est disponible en Français et en Anglais. Site web : fr.africanews.com Facebook : https://www.facebook.com/africanews.fr/ Twitter : https://twitter.com/africanewsfr",2019-03-19 09:55:45,1552989345,68,UC25EuGAePOPvPrUA5cmu3dQ,africanews (en français),-Dm9PyS1wGM,2019-03-19T09:55:45Z,2019-03-19 09:55:45,Appel à l'aide pour les pays touchés par le cyclone Idai [Morning Call],"Au Zimbabwe, au moins 98 personnes sont mortes et 217 personnes sont portées disparues dans l'Est et le Sud selon le gouvernement. Le Malawi a également été durement touché.… LIRE L’ARTICLE: http://fr.africanews.com/2019/03/19/appel-a-l-aide-pour-les-pays-touches-par-le-cyclone-idai-morning-call-part1 La chaîne YouTube d' Africanews vous apporte votre dose quotidienne d’ informations traitant de l’actualité africaine et internationale, une sélection faite par les Africains, pour les Africains. Africanews est la première chaîne d’ information panafricaine, bilingue et indépendante en Afrique subsaharienne. Abonnez-vous à notre chaine Youtube https://www.youtube.com/c/africanewsfr et recevez chaque jour le meilleur de l’actualité panafricaine. Africanews est disponible en Français et en Anglais. Site web : fr.africanews.com Facebook : https://www.facebook.com/africanews.fr/ Twitter : https://twitter.com/africanewsfr","africanews,af_the_morning_call,Climat,Tempête,Filipe Nyusi",25,News & Politics,Society,PT4M41S,281,2d,sd,false,fr,fr,,1,,,,,60,1,,0,1,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=-Dm9PyS1wGM
6l92J2NicGA,UCg5sKQA3rUWEv-Xts39srMA,6bf3bcfb00e44dae339fe5e05a0104464073ea2ecc6d4f0f,,2021-01-17 14:05:56,1610892356,69,UCg5sKQA3rUWEv-Xts39srMA,HIWeather,6l92J2NicGA,2021-01-17T14:05:56Z,2021-01-17 14:05:56,"Dr. James E Daniell - Loss estimation, GRADE, and a Tropical Cyclone IDAI case study",,,22,People & Blogs,"Health,Knowledge",PT24M20S,1460,2d,hd,false,en,en,https://i.ytimg.com/vi/6l92J2NicGA/maxresdefault.jpg,,,,,,151,0,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=6l92J2NicGA
HG7vGng_gww,UC7fWeaHhqgM4Ry-RMpM2YYw,9a021d2a4896a6941aa15314718d5e8ac47eb091ebec71f5,"The UN says Cyclone Idai is possibly the worst weather-related disaster to hit the Southern Hemisphere. The storm battered Mozambique, Zimbabwe and Malawi last week. But the full scale of its devastation is only becoming clear now, as aid teams reach affected areas. As Natasha Hussain reports, the official death toll from the storm stands at about 200 but this figure is expected to rise dramatically. #CycloneIdai #UN #Zimbabwe",2019-03-19 18:20:35,1553019635,70,UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,HG7vGng_gww,2019-03-19T18:20:35Z,2019-03-19 18:20:35,Cyclone Idai: UN: Worst disaster to hit southern hemisphere,"The UN says Cyclone Idai is possibly the worst weather-related disaster to hit the Southern Hemisphere. The storm battered Mozambique, Zimbabwe and Malawi last week. But the full scale of its devastation is only becoming clear now, as aid teams reach affected areas. As Natasha Hussain reports, the official death toll from the storm stands at about 200 but this figure is expected to rise dramatically. #CycloneIdai #UN #Zimbabwe","Cyclone Idai Zimbabwe,Chimanimani Cyclone,Chimanimani,Zimbabwe Cyclone,Cyclone-idai,United Nations,Zimbabwe,Malawi,Tropical Cyclones,Environment,Weather,TRT,TRT World,TRT News",25,News & Politics,"Politics,Society",PT2M19S,139,2d,hd,false,en,en,,,,,,,1664,38,,0,4,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=HG7vGng_gww
84kbLi9FVmw,UCxaxByoDuEdGqFIwTgG0XYw,e2ee8ab62ff04be96e0217095a80db535739e1261fbb6a7d,"The UN and partners launched an appeal for $394.2 million to support the response of Malawi, Mozambique and Zimbabwe in the aftermath of Cyclone Idai.",2019-04-02 17:46:11,1554227171,71,UCxaxByoDuEdGqFIwTgG0XYw,UN Humanitarian,84kbLi9FVmw,2019-04-02T17:46:11Z,2019-04-02 17:46:11,Cyclone Idai: $394.2 million needed to scale up response,"The UN and partners launched an appeal for $394.2 million to support the response of Malawi, Mozambique and Zimbabwe in the aftermath of Cyclone Idai.","cyclone,idai,mozambique,malawi,zimbabwe,humanitarian,response,natural disaster,support,relief,humanitarian action,humanitarian aid,United Nations,UN,OCHA,Africa,food insecurity,internally displaced persons,refugees,refugee camps",29,Nonprofits & Activism,Society,PT2M2S,122,2d,hd,false,en,en-GB,https://i.ytimg.com/vi/84kbLi9FVmw/maxresdefault.jpg,,,,,,1330,8,,0,1,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=84kbLi9FVmw
1lRZVTTf0Sg,UC9WwVnoMp_5keEaAJYLlL9g,523a83c54bc7c2f4778670023880e6f95a6d009f0ce54a85,"CURATED BY RAPHAEL CHIKUKWA AND JEKESAI NJIKIZANA Cyclone Idai made landfall in Zimbabwe across Chipinge, Chimanimani, Bikita and Buhera in March of 2019. The most affected areas where Chimanimani and Chipinge. It was said to be one of the worst Indian Ocean tropical cyclones to affect the Southern Hemisphere. The storm caused catastrophic damage in Mozambique, Zimbabwe, and Malawi, leaving more than 1,000 people dead and thousands more missing. The disaster resulted in the loss of lives destruction of crops and livestock; destruction of infrastructure, collapsed lines of communication and road networks, the displacement of internal populations and the fragmentation of families. The cyclone’s exact death toll is not known. The challenges and risks posed by such natural disasters constitute a trans threat to human and wildlife security in the region. Climate change has meant that the severity and frequency of storms has increased and is likely to be on the rise. Drought, warmer air temperatures and rising sea levels mean storm surges will be more powerful, as seen with Cyclone Idai. To mark a year since Cyclone Idai, the National Gallery of Zimbabwe and its partners and sponsors brings to you this exhibition as a reflective project to educate and provoke dialogue on issues pertaining climate change and global warming, disaster preparedness, displacement and many others issues brought about by natural disasters. Furthermore After Shock: Re Imagining Life after Cyclone Idai exhibition also seeks to educate those who only heard about the cyclone without seeing the magnitude of its impact. The post-disaster context provides necessary insights into art practice as the socio-cultural work of processing the human experience of disaster and aiding in empathic understanding of trauma. Artistic and Cultural responses, such as this exhibition and its public programming are significant in processing and analysing the human experience of disaster, and they also establish a basis for empathising with those affected. View the Exhibition at; http://www.nationalgallery.co.zw/index.php/see/whats-on/running-exhibition/169-after-shock-re-imagining-life-after-cyclone-idai",2020-07-03 09:09:22,1593767362,72,UC9WwVnoMp_5keEaAJYLlL9g,National Gallery of Zimbabwe,1lRZVTTf0Sg,2020-07-03T09:09:22Z,2020-07-03 09:09:22,AFTERSHOCK: RE-IMAGINING LIFE AFTER CYCLONE IDAI OFFICIAL LAUNCH,"CURATED BY RAPHAEL CHIKUKWA AND JEKESAI NJIKIZANA Cyclone Idai made landfall in Zimbabwe across Chipinge, Chimanimani, Bikita and Buhera in March of 2019. The most affected areas where Chimanimani and Chipinge. It was said to be one of the worst Indian Ocean tropical cyclones to affect the Southern Hemisphere. The storm caused catastrophic damage in Mozambique, Zimbabwe, and Malawi, leaving more than 1,000 people dead and thousands more missing. The disaster resulted in the loss of lives destruction of crops and livestock; destruction of infrastructure, collapsed lines of communication and road networks, the displacement of internal populations and the fragmentation of families. The cyclone’s exact death toll is not known. The challenges and risks posed by such natural disasters constitute a trans threat to human and wildlife security in the region. Climate change has meant that the severity and frequency of storms has increased and is likely to be on the rise. Drought, warmer air temperatures and rising sea levels mean storm surges will be more powerful, as seen with Cyclone Idai. To mark a year since Cyclone Idai, the National Gallery of Zimbabwe and its partners and sponsors brings to you this exhibition as a reflective project to educate and provoke dialogue on issues pertaining climate change and global warming, disaster preparedness, displacement and many others issues brought about by natural disasters. Furthermore After Shock: Re Imagining Life after Cyclone Idai exhibition also seeks to educate those who only heard about the cyclone without seeing the magnitude of its impact. The post-disaster context provides necessary insights into art practice as the socio-cultural work of processing the human experience of disaster and aiding in empathic understanding of trauma. Artistic and Cultural responses, such as this exhibition and its public programming are significant in processing and analysing the human experience of disaster, and they also establish a basis for empathising with those affected. View the Exhibition at; http://www.nationalgallery.co.zw/index.php/see/whats-on/running-exhibition/169-after-shock-re-imagining-life-after-cyclone-idai","art,photography,exhibition,cyclone idai,Zimbabwe,Zimbabwe art,Online Exhibition,Ministry of Youth Sport Arts and Recreation,National Gallery of Zimbabwe,GOAL Zimbabwe,Oxfam,CAFOD,International Rescue Committee,Welt Hunger Hilfe,US Embassy in Zimbabwe,USAID,UNDP,Save the Children,Miracle Missions,Met Department,Zimpapers,Theatre in the PArk,UNDP Zimbabwe",29,Nonprofits & Activism,Society,PT45M34S,2734,2d,hd,false,en,en,,,,National Gallery of Zimbabwe,-17.8249698,31.0487951,141,7,,0,0,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=1lRZVTTf0Sg
MH9PdMKuMtY,UCZ8xf9ZrTOv7SeYK7U5eKVg,21d71fea6850d4be13da221a5832066c7ab9fb457e3ddad9,"Flooding in Malawi has left thousands of people displaced and homeless. Many of the affected communities are now facing the second threat of flash floods following one of the worst cyclones to strike Mozambique. Devastation is widespread. Many families have lost their homes, livelihoods and loved ones. Malawi Red Cross is providing critical life-saving support, ensuring communities are evacuated safely and provided emergency relief items, including food, non-food items and shelter.",2019-03-15 16:29:14,1552667354,73,UCZ8xf9ZrTOv7SeYK7U5eKVg,IFRC,MH9PdMKuMtY,2019-03-15T16:29:14Z,2019-03-15 16:29:14,Cyclone Idai - Communities facing second threat of flash floods in Malawi,"Flooding in Malawi has left thousands of people displaced and homeless. Many of the affected communities are now facing the second threat of flash floods following one of the worst cyclones to strike Mozambique. Devastation is widespread. Many families have lost their homes, livelihoods and loved ones. Malawi Red Cross is providing critical life-saving support, ensuring communities are evacuated safely and provided emergency relief items, including food, non-food items and shelter.","Cyclone Idai,2019,Idai,hurricane,Red Cross,Malawi,season,floods,malawi",29,Nonprofits & Activism,Society,PT51S,51,2d,hd,false,en,en,https://i.ytimg.com/vi/MH9PdMKuMtY/maxresdefault.jpg,,,,,,13853,30,,0,2,videolist_search483_2026_04_18-14_39_15.csv,2026_04_18-14_39_15,https://www.youtube.com/watch?v=MH9PdMKuMtY
