Country	Date	SSID	Site Name	Site Type	Classification	Households	Individuals
Zimbabwe	06/04/2019		Zvanyanya	Host Community			5
Zimbabwe	06/04/2019		Ishe Usinamukudzi	Host Community			15
Zimbabwe	06/04/2019		Muchingami	Host Community			5
Zimbabwe	06/04/2019		Chigodora	Host Community			10
Zimbabwe	06/04/2019		Mukono	Host Community			15
Zimbabwe	06/04/2019		Mudyinganyama	Host Community			5
Zimbabwe	06/04/2019		Nyamande	Host Community			5
Zimbabwe	06/04/2019		Jeche	Host Community			15
Zimbabwe	06/04/2019		Masamha	Host Community			10
Zimbabwe	06/04/2019		Dhobha	Host Community			5
Zimbabwe	06/04/2019		Murere	Host Community			10
Zimbabwe	06/04/2019		Mavhimira	Host Community			1
Zimbabwe	06/04/2019		Chapwanya	Host Community			6
Zimbabwe	06/04/2019		Chisveto	Host Community			6
Zimbabwe	06/04/2019		Dhombo	Host Community			3
Zimbabwe	06/04/2019		Gava	Host Community			6
Zimbabwe	06/04/2019		Nhokwara	Host Community			2
Zimbabwe	06/04/2019		Mumvuri	Host Community			7
Zimbabwe	06/04/2019		Muyembe	Host Community			7
Zimbabwe	06/04/2019		Munyati	Host Community			6
Zimbabwe	06/04/2019		Garamwera	Host Community			5
Zimbabwe	06/04/2019		Chiduku	Host Community			5
Zimbabwe	06/04/2019		Gwebu	Host Community			10
Zimbabwe	06/04/2019		Marufu	Host Community			5
Zimbabwe	06/04/2019		Chademunhu	Host Community			20
Zimbabwe	06/04/2019		Mhere	Host Community			15
Zimbabwe	06/04/2019		Gwatidzo	Host Community			5
Zimbabwe	06/04/2019		Dzavo	Host Community			15
Zimbabwe	06/04/2019		Chibaya	Host Community			5
Zimbabwe	06/04/2019		Mbwende	Host Community			30
Zimbabwe	06/04/2019		Majakachi	Host Community			4
Zimbabwe	06/04/2019		Gorimbo	Host Community			5
Zimbabwe	06/04/2019		Mutesvu	Host Community			9
Zimbabwe	06/04/2019		Chikuvira	Host Community			5
Zimbabwe	06/04/2019		Gora	Host Community			4
Zimbabwe	06/04/2019		Chiputu	Host Community			3
Zimbabwe	06/04/2019		Mukonyo	Host Community			6
Zimbabwe	06/04/2019		Madzwembiri	Host Community			7
Zimbabwe	06/04/2019		Tara	Host Community			14
Zimbabwe	06/04/2019		Hadziucheri	Host Community			7
Zimbabwe	06/04/2019		Nyamandi	Camp Like Sites			22
Zimbabwe	06/04/2019		Gombe Arex House	Camp Like Sites			50
Zimbabwe	06/04/2019		Gembe Hall	Host Community			33
Zimbabwe	06/04/2019		Marume	Host Community			146
Zimbabwe	06/04/2019		Madende	Host Community			40
Zimbabwe	06/04/2019		Magaya	Host Community			20
Zimbabwe	06/04/2019		Muchererwi	Host Community			10
Zimbabwe	06/04/2019		Ndarukwa	Host Community			15
Zimbabwe	06/04/2019		Mukamba	Host Community			32
Zimbabwe	06/04/2019		Gombiro	Host Community			11
Zimbabwe	06/04/2019		Ward 5 Gombe	Camp Like Sites			6
Zimbabwe	06/04/2019		Makweru	Host Community			30
Zimbabwe	06/04/2019		Hwata	Host Community			3
Zimbabwe	06/04/2019		Zengerere	Host Community			10
Zimbabwe	06/04/2019		Dhiki	Host Community			9
Zimbabwe	06/04/2019		Munetsi	Host Community			20
Zimbabwe	06/04/2019		Fere	Host Community			12
Zimbabwe	06/04/2019		Munyira	Host Community			7
Zimbabwe	06/04/2019		Mabika	Host Community			15
Zimbabwe	06/04/2019		Machingira	Host Community			50
Zimbabwe	06/04/2019		Masvosva	Host Community			3
Zimbabwe	06/04/2019		Gana	Host Community			15
Zimbabwe	06/04/2019		Tapedzera	Host Community			6
Zimbabwe	06/04/2019		Tavangwena	Host Community			4
Zimbabwe	06/04/2019		Garanungo	Host Community			6
Zimbabwe	06/04/2019		Hamadziriri	Host Community			1
Zimbabwe	06/04/2019		Zvenyika	Host Community			1
Zimbabwe	06/04/2019		Tizvione	Host Community			4
Zimbabwe	06/04/2019		Ndengu	Host Community			4
Zimbabwe	06/04/2019		Dhengu	Host Community			10
Zimbabwe	06/04/2019		Magarasadza	Host Community			10
Zimbabwe	06/04/2019		Shonhiwa	Host Community			9
Zimbabwe	06/04/2019		Chikoto	Host Community			6
Zimbabwe	06/04/2019		Redzo	Host Community			7
Zimbabwe	06/04/2019		Chapwanya	Host Community			12
Zimbabwe	06/04/2019		Tagu	Host Community			2
Zimbabwe	06/04/2019		Muziti	Host Community			5
Zimbabwe	06/04/2019		Svotwa	Host Community			8
Zimbabwe	06/04/2019		Mbawa	Host Community			15
Zimbabwe	06/04/2019		Bumhira	Host Community			24
Zimbabwe	06/04/2019		Majaji	Host Community			11
Zimbabwe	06/04/2019		Mhondiwa	Host Community			26
Zimbabwe	06/04/2019		Mandishona	Host Community			3
Zimbabwe	06/04/2019		Mahembe	Host Community			15
Zimbabwe	06/04/2019		Chitanda	Host Community			12
Zimbabwe	06/04/2019		Zvidza	Host Community			28
Zimbabwe	06/04/2019		Machingauta	Host Community			5
Zimbabwe	06/04/2019		matide	Host Community			4
Zimbabwe	06/04/2019		Mhizha	Host Community			7
Zimbabwe	06/04/2019		Chore	Host Community			7
Zimbabwe	06/04/2019		Gaza	Host Community			4
Zimbabwe	06/04/2019		Madume	Host Community			2
Zimbabwe	06/04/2019		Chimombe	Host Community			15
Zimbabwe	06/04/2019		Mubvunzi	Host Community			9
Zimbabwe	06/04/2019		Mukomba	Host Community			3
Zimbabwe	06/04/2019		Mupoambwa	Host Community			2
Zimbabwe	06/04/2019		Chivhaka	Host Community			5
Zimbabwe	06/04/2019		Mudyanadzo	Host Community			7
Zimbabwe	06/04/2019		Munyanyi	Host Community			5
Zimbabwe	06/04/2019		Chiunduro	Host Community			4
Zimbabwe	06/04/2019		Tumbare	Host Community			27
Zimbabwe	06/04/2019		Chifamba	Host Community			13
Zimbabwe	06/04/2019		Madya	Host Community			2
Zimbabwe	06/04/2019		Mukandu	Host Community			11
Zimbabwe	06/04/2019		Kamhunga	Host Community			4
Zimbabwe	06/04/2019		Majere	Host Community			8
Zimbabwe	06/04/2019		Mututsa	Host Community			10
Zimbabwe	06/04/2019		Chitiga	Host Community			8
Zimbabwe	06/04/2019		Chingore	Host Community			23
Zimbabwe	06/04/2019		Mukwasi	Host Community			5
Zimbabwe	06/04/2019		Muwonde	Host Community			3
Zimbabwe	06/04/2019		Kubonya	Host Community			4
Zimbabwe	06/04/2019		Chitevere	Host Community			16
Zimbabwe	06/04/2019		Neshava	Host Community			6
Zimbabwe	06/04/2019		Tuhwe	Host Community			6
Zimbabwe	06/04/2019		Zvavamwene	Host Community			16
Zimbabwe	06/04/2019		Gavaravaziva	Host Community			4
Zimbabwe	06/04/2019		Shambamuto	Host Community			4
Zimbabwe	06/04/2019		Muchuweni	Host Community			4
Zimbabwe	06/04/2019		Ushe	Host Community			14
Zimbabwe	06/04/2019		Maradzika	Host Community			6
Zimbabwe	06/04/2019			Host Community			
Zimbabwe	06/04/2019		Ward 15 Villages	Host Community			280
Zimbabwe	06/04/2019		Muteve |V 	Host Community			5
Zimbabwe	06/04/2019		Mutenherwa V	Host Community			6
Zimbabwe	06/04/2019		Gapu	Host Community			18
Zimbabwe	06/04/2019		Mangoma	Host Community			15
Zimbabwe	06/04/2019		Dzawe	Host Community			15
Zimbabwe	06/04/2019		Hatihama	Host Community			11
Zimbabwe	06/04/2019		Madhumhe	Host Community			14
Zimbabwe	06/04/2019		Chikwava	Host Community			7
Zimbabwe	06/04/2019		Homora	Host Community			3
Zimbabwe	06/04/2019		Hadzizi	Host Community			17
Zimbabwe	06/04/2019		Nyamuti	Host Community			5
Zimbabwe	06/04/2019		Mutauto	Host Community			6
Zimbabwe	06/04/2019		Ngotyo	Host Community			4
Zimbabwe	06/04/2019		Mapingure	Host Community			4
Zimbabwe	06/04/2019		Vengai	Host Community			5
Zimbabwe	06/04/2019		Chipuriro	Host Community			8
Zimbabwe	06/04/2019		Joni	Host Community			6
Zimbabwe	06/04/2019		Makwenzi	Host Community			7
Zimbabwe	06/04/2019		Mashingadze	Host Community			7
Zimbabwe	06/04/2019		Chiwa	Host Community			9
Zimbabwe	06/04/2019		Madanhi	Host Community			5
Zimbabwe	06/04/2019		Manjonjo	Host Community			4
Zimbabwe	06/04/2019		Mukurunge	Host Community			5
Zimbabwe	06/04/2019		Mukonya	Host Community			8
Zimbabwe	06/04/2019		Ringarira	Host Community			10
Zimbabwe	06/04/2019		Mundido	Host Community			6
Zimbabwe	06/04/2019		Kanga	Host Community			3
Zimbabwe	06/04/2019		Mbuyamhenzira	Host Community			8
Zimbabwe	06/04/2019		Zvavahera	Host Community			4
Zimbabwe	06/04/2019		Nyeperai	Host Community			25
Zimbabwe	06/04/2019		Kanonge	Host Community			23
Zimbabwe	06/04/2019		Mukambirwa	Host Community			16
Zimbabwe	06/04/2019		Pedzisai	Host Community			13
Zimbabwe	06/04/2019		Nyengeterai	Host Community			18
Zimbabwe	06/04/2019		Chiwariro	Host Community			24
Zimbabwe	06/04/2019		Maweni	Host Community			12
Zimbabwe	06/04/2019		Makunze	Host Community			14
Zimbabwe	06/04/2019		Maruwinga	Host Community			16
Zimbabwe	06/04/2019		Chikuda	Host Community			20
Zimbabwe	06/04/2019		Taasure	Host Community			13
Zimbabwe	06/04/2019		Muchandibaya	Host Community			4
Zimbabwe	06/04/2019		Zimhete	Host Community			13
Zimbabwe	06/04/2019		Zvoushe	Host Community			37
Zimbabwe	06/04/2019		Mapfurute	Host Community			9
Zimbabwe	06/04/2019		Ndiripo	Host Community			17
Zimbabwe	06/04/2019		Nakambwa	Host Community			26
Zimbabwe	06/04/2019		Mabegedhe	Host Community			8
Zimbabwe	06/04/2019		Marambanyika	Host Community			10
Zimbabwe	06/04/2019		Munyono	Host Community			12
Zimbabwe	06/04/2019		Muchuchu	Host Community			4
Zimbabwe	06/04/2019		Mupotsa	Host Community			12
Zimbabwe	06/04/2019		Maguduru	Host Community			11
Zimbabwe	06/04/2019		Mabika	Host Community			4
Zimbabwe	06/04/2019		Chirozva	Host Community			27
Zimbabwe	06/04/2019		Nhaka	Host Community			15
Zimbabwe	06/04/2019		Zibute	Host Community			4
Zimbabwe	06/04/2019		Nhandu	Host Community			10
Zimbabwe	06/04/2019		Jombo	Host Community			7
Zimbabwe	06/04/2019		Zvenyika	Host Community			48
Zimbabwe	06/04/2019		Urayai	Host Community			58
Zimbabwe	06/04/2019		Unganai	Host Community			87
Zimbabwe	06/04/2019		Chikondowa	Host Community			43
Zimbabwe	06/04/2019		Munjokota	Host Community			115
Zimbabwe	06/04/2019		Chinouya	Host Community			98
Zimbabwe	06/04/2019		Taurai	Host Community			55
Zimbabwe	06/04/2019		Danai	Host Community			20
Zimbabwe	06/04/2019		Mudzorengwa	Host Community			20
Zimbabwe	06/04/2019		Chanyuka	Host Community			20
Zimbabwe	06/04/2019		Shereni	Host Community			20
Zimbabwe	06/04/2019		Chengerai	Host Community			20
Zimbabwe	06/04/2019		Chaita	Host Community			20
Zimbabwe	06/04/2019		Chitsungo	Host Community			20
Zimbabwe	06/04/2019		Musengede	Host Community			20
Zimbabwe	06/04/2019		Moyougare	Host Community			20
Zimbabwe	06/04/2019		Mbirimbidzai	Host Community			25
Zimbabwe	06/04/2019		Munokotso	Host Community			20
Zimbabwe	06/04/2019		Chapandaka	Host Community			63
Zimbabwe	06/04/2019		Jari	Host Community			29
Zimbabwe	06/04/2019		Matengarumvi	Host Community			32
Zimbabwe	06/04/2019		Mutetse	Host Community			15
Zimbabwe	06/04/2019		Gonye	Host Community			30
Zimbabwe	06/04/2019		Mukungwa	Host Community			36
Zimbabwe	06/04/2019		Gwenukwenu	Host Community			24
Zimbabwe	06/04/2019		Munapo	Host Community			10
Zimbabwe	06/04/2019		Musasa	Host Community			14
Zimbabwe	06/04/2019		Chiraramire	Host Community			28
Zimbabwe	06/04/2019		Dune	Host Community			26
Zimbabwe	06/04/2019		Sengerai	Host Community			32
Zimbabwe	06/04/2019		Murove	Host Community			18
Zimbabwe	06/04/2019		Muchazondida	Host Community			37
Zimbabwe	06/04/2019		Mutsombo	Host Community			13
Zimbabwe	06/04/2019		Zuvarimwe	Host Community			10
Zimbabwe	06/04/2019		Ndadzemerwa	Host Community			12
Zimbabwe	06/04/2019		Netsaringoma	Host Community			5
Zimbabwe	06/04/2019		Tapedzwa	Host Community			6
Zimbabwe	06/04/2019		Fira	Host Community			4
Zimbabwe	06/04/2019		Pozvangura	Host Community			9
Zimbabwe	06/04/2019		Mufangei	Host Community			3
Zimbabwe	06/04/2019		Maraukama	Host Community			4
Zimbabwe	06/04/2019		Tsidzai	Host Community			3
Zimbabwe	06/04/2019		Zano	Host Community			8
Zimbabwe	06/04/2019		Rangwana	Host Community			6
Zimbabwe	06/04/2019		Koremoye	Host Community			7
Zimbabwe	06/04/2019		Nerwasha	Host Community			5
Zimbabwe	06/04/2019		Shayanewako	Host Community			5
Zimbabwe	06/04/2019		Ndawana	Host Community			49
Zimbabwe	06/04/2019		Kwarire	Host Community			7
Zimbabwe	06/04/2019		Chomufana	Host Community			8
Zimbabwe	06/04/2019		Taringana	Host Community			15
Zimbabwe	06/04/2019		Banga	Host Community			4
Zimbabwe	06/04/2019		Jinja	Host Community			4
Zimbabwe	06/04/2019		Nhamo	Host Community			5
Zimbabwe	06/04/2019		Chinyanga/Panganai	Host Community			6
Zimbabwe	06/04/2019		Chikepe	Host Community			7
Zimbabwe	06/04/2019		Murehwa	Host Community			5
Zimbabwe	06/04/2019		Kuramuone	Host Community			3
Zimbabwe	06/04/2019		Zimwere	Host Community			12
Zimbabwe	06/04/2019		Tanyiswa	Host Community			9
Zimbabwe	06/04/2019		Mesa	Host Community			5
Zimbabwe	06/04/2019		Urungambire	Host Community			13
Zimbabwe	06/04/2019		Dudzai	Host Community			6
Zimbabwe	06/04/2019		Madondo	Host Community			11
Zimbabwe	06/04/2019		Tivafire	Host Community			38
Zimbabwe	06/04/2019		Rima	Host Community			6
Zimbabwe	06/04/2019		Hamadzishe	Host Community			5
Zimbabwe	06/04/2019		Mamungore	Host Community			2
Zimbabwe	06/04/2019		Hodhera	Host Community			2
Zimbabwe	06/04/2019		Nhaka	Host Community			6
Zimbabwe	06/04/2019		Chirimudombo	Host Community			6
Zimbabwe	06/04/2019		Virimai	Host Community			8
Zimbabwe	06/04/2019		Masvingo	Host Community			5
Zimbabwe	06/04/2019		Mutoro	Host Community			6
Zimbabwe	06/04/2019		Chinyamakiti	Host Community			70
Zimbabwe	06/04/2019		Tama	Host Community			45
Zimbabwe	06/04/2019		Mashame	Host Community			46
Zimbabwe	06/04/2019		Gwangwa	Host Community			18
Zimbabwe	06/04/2019		Chitiyo	Host Community			29
Zimbabwe	06/04/2019		Parovi	Host Community			25
Zimbabwe	06/04/2019		Nemadzimbe	Host Community			18
Zimbabwe	06/04/2019		Mashati	Host Community			27
Zimbabwe	06/04/2019		Munapo	Host Community			29
Zimbabwe	06/04/2019		Mazhambe	Host Community			12
Zimbabwe	06/04/2019		Pfupi	Host Community			37
Zimbabwe	06/04/2019		Gadzai	Host Community			30
Zimbabwe	06/04/2019		Vhengere	Host Community			8
Zimbabwe	06/04/2019		Gadzingo	Host Community			6
Zimbabwe	06/04/2019		Makazwei	Host Community			2
Zimbabwe	06/04/2019		Tafumarimwe	Host Community			4
Zimbabwe	06/04/2019		Mwacheta	Host Community			19
Zimbabwe	06/04/2019		Pomuri	Host Community			33
Zimbabwe	06/04/2019		Matiza	Host Community			7
Zimbabwe	06/04/2019		Ward 14	Host Community			55
Zimbabwe	06/04/2019		Ward 24	Host Community			40
Zimbabwe	06/04/2019		Ward 26	Host Community			75
Zimbabwe	06/04/2019		Ward 30	Host Community			45
Zimbabwe	06/04/2019		Headmans Home	Host Community			18
Zimbabwe	06/04/2019		Community Houses	Host Community			32
Zimbabwe	06/04/2019		COMMUNITY HOUSES 	Host Community			217
Zimbabwe	06/04/2019		COMMUNITY VILLAGES	Host Community			20
Zimbabwe	06/04/2019		COMMUNITY HOUSES 	Host Community			30
Zimbabwe	06/04/2019		Mutidzawanda	Host Community			200
Zimbabwe	06/04/2019		Zvekuitirwa	Host Community			70
Zimbabwe	06/04/2019		Jinga	Host Community			55
Zimbabwe	06/04/2019		Musweweshiri	Host Community			70
Zimbabwe	06/04/2019		Namamire	Host Community			35
Zimbabwe	06/04/2019		Hapare	Host Community			35
Zimbabwe	06/04/2019		Mubururu	Host Community			55
Zimbabwe	06/04/2019		Nechitima	Host Community			105
Zimbabwe	06/04/2019		CHIBUWE A	Host Community			55
Zimbabwe	06/04/2019		CHIBUWE B	Host Community			150
Zimbabwe	06/04/2019		NEMARAMBA	Host Community			195
Zimbabwe	06/04/2019		NENOHWE	Host Community			200
Zimbabwe	06/04/2019		NEMUTENZI	Host Community			135
Zimbabwe	06/04/2019		Ward 6	Host Community			20
Zimbabwe	06/04/2019		PAGASI FARM	Camp Like Sites			112
Zimbabwe	06/04/2019		MARAISI FARM	Camp Like Sites			98
Zimbabwe	06/04/2019		WARD 7	Host Community			155
Zimbabwe	06/04/2019		Agritex House	Camp Like Sites			122
Zimbabwe	06/04/2019		Makotamo	Host Community			127
Zimbabwe	06/04/2019		Dziwande	Host Community			123
Zimbabwe	06/04/2019		Dzirikwe	Host Community			128
Zimbabwe	06/04/2019		Ward 9 Villages	Host Community			435
Zimbabwe	06/04/2019		Celluct Village	Camp Like Sites			350
Zimbabwe	06/04/2019		Chitekete Village	Host Community			25
Zimbabwe	06/04/2019		Rujeko Village	Host Community			25
Zimbabwe	06/04/2019		Manaka Village	Host Community			30
Zimbabwe	06/04/2019		Kubatana Village	Host Community			20
Zimbabwe	06/04/2019		Mabasa Village	Host Community			10
Zimbabwe	06/04/2019		Kwaedza Village	Host Community			10
Zimbabwe	06/04/2019		Ward 10 Villages	Host Community			1420
Zimbabwe	06/04/2019		Mutembedzi	Host Community			102
Zimbabwe	06/04/2019		Maoneke	Host Community			190
Zimbabwe	06/04/2019		Jandiya	Host Community			60
Zimbabwe	06/04/2019		Middle Party	Host Community			50
Zimbabwe	06/04/2019		Nhuka Farm	Host Community			87
Zimbabwe	06/04/2019		Martin Estate	Host Community			70
Zimbabwe	06/04/2019		Mura	Host Community			56
Zimbabwe	06/04/2019		Brooky	Host Community			165
Zimbabwe	06/04/2019		Tiho Village	Host Community			150
Zimbabwe	06/04/2019		Charleshood Village	Host Community			1115
Zimbabwe	06/04/2019		Blackmore Village	Host Community			90
Zimbabwe	06/04/2019		Dombera Village	Host Community			25
Zimbabwe	06/04/2019		Impala Village	Host Community			10
Zimbabwe	06/04/2019		Marumauta Village	Host Community			50
Zimbabwe	06/04/2019		Pfumo Village	Host Community			150
Zimbabwe	06/04/2019		Mawase Village	Host Community			50
Zimbabwe	06/04/2019		Kushinga Village	Host Community			25
Zimbabwe	06/04/2019		Paecork Village	Host Community			70
Zimbabwe	06/04/2019		Chinyai Village	Host Community			16
Zimbabwe	06/04/2019		Nyaruwa Village	Host Community			5
Zimbabwe	06/04/2019		Sabumba Village	Host Community			6
Zimbabwe	06/04/2019		Chentet Workshop	Host Community			1
Zimbabwe	06/04/2019		Maendaenda Village	Host Community			2
Zimbabwe	06/04/2019		CHM Hotel	Camp Like Sites			185
Zimbabwe	06/04/2019		Country Club	Camp Like Sites			150
Zimbabwe	06/04/2019		Ngangu Primary	Camp Like Sites			180
Zimbabwe	06/04/2019		High School	Camp Like Sites			150
Zimbabwe	06/04/2019		Roman Catholic	Camp Like Sites			230
Zimbabwe	06/04/2019		UMC Church	Camp Like Sites			80
Zimbabwe	06/04/2019		Ngangu Extension	Camp Like Sites			175
Zimbabwe	06/04/2019		Ward 15 Villages	Host Community			100
Zimbabwe	06/04/2019		WARD 16A and B	Host Community			1020
Zimbabwe	06/04/2019		Skyline	Camp Like Sites			148
Zimbabwe	06/04/2019		Utseya Village	Host Community			176
Zimbabwe	06/04/2019		Sabumba	Host Community			138
Zimbabwe	06/04/2019		Chinamira Village	Host Community			160
Zimbabwe	06/04/2019		Manzou Village	Host Community			132
Zimbabwe	06/04/2019		Chanhuwa Village	Host Community			169
Zimbabwe	06/04/2019		MUNENGERWA	Host Community			178
Zimbabwe	06/04/2019		RUCHIYO	Host Community			122
Zimbabwe	06/04/2019		TABARA	Host Community			64
Zimbabwe	06/04/2019		NECHIORA	Host Community			49
Zimbabwe	06/04/2019		United Methodist	Camp Like Sites			4
Zimbabwe	06/04/2019		Gudyanga	Host Community			61
Zimbabwe	06/04/2019		Ndima High School	Camp Like Sites			10
Zimbabwe	06/04/2019		Dzingire Nyahode Copper	Camp Like Sites			30
Zimbabwe	06/04/2019		Tsenekai Village	Host Community			7
Zimbabwe	06/04/2019		Dzingire Village	Host Community			6
Zimbabwe	06/04/2019		Vheremu Village	Host Community			160
Zimbabwe	06/04/2019		Kodhevhu Village	Host Community			18
Zimbabwe	06/04/2019		Derera Village	Host Community			8
Zimbabwe	06/04/2019		Mutiho Village	Host Community			10
Zimbabwe	06/04/2019		Mutingwende Village	Host Community			20
Zimbabwe	06/04/2019		Ward 21 Villages	Host Community			319
Zimbabwe	06/04/2019		Munoendevhunye Village	Host Community			200
Zimbabwe	06/04/2019		Demeni Village	Host Community			60
Zimbabwe	06/04/2019		Mamboza Village	Host Community			325
Zimbabwe	06/04/2019		Muterembwe Village	Host Community			300
Zimbabwe	06/04/2019		Chishiri A Village	Host Community			100
Zimbabwe	06/04/2019		Chitambike Village	Host Community			40
Zimbabwe	06/04/2019		Musareketa Village	Host Community			245
Zimbabwe	06/04/2019		Chishiri B Village	Host Community			45
Zimbabwe	06/04/2019		Ward 22 Villages	Host Community			985
Zimbabwe	06/04/2019		Mutembedzi	Host Community			25
Zimbabwe	06/04/2019		MAUNGANIDZE	Host Community			25
Zimbabwe	06/04/2019		NGAONE	Host Community			50
Zimbabwe	06/04/2019		DANHE	Host Community			35
Zimbabwe	06/04/2019		MUREPA 	Host Community			35
Zimbabwe	06/04/2019		GWAMA	Host Community			30
Zimbabwe	06/04/2019		Gaza E	Host Community			35
Zimbabwe	06/04/2019		Chichichi	Host Community			1200
Zimbabwe	06/04/2019		Ngaone Clinic	Host Community			710
Zimbabwe	06/04/2019		Samutsa	Host Community			615
Zimbabwe	06/04/2019		GAZA O	Host Community			600
Zimbabwe	06/04/2019		Ngaone	Host Community			600
Zimbabwe	06/04/2019		Mugadza	Host Community			10
Zimbabwe	06/04/2019		Maoneke	Host Community			20
Zimbabwe	06/04/2019		Mudzimwa	Host Community			25
Zimbabwe	06/04/2019		Nhapuyaye	Host Community			10
Zimbabwe	06/04/2019		Unganayi	Host Community			5
Zimbabwe	06/04/2019		Mukuyayaya	Host Community			5
Zimbabwe	06/04/2019		Nanesa	Host Community			10
Zimbabwe	06/04/2019		Charuma	Host Community			5
Zimbabwe	06/04/2019		Goko	Host Community			50
Zimbabwe	06/04/2019		Mugari	Host Community			30
Zimbabwe	06/04/2019		Mafaone	Host Community			30
Zimbabwe	06/04/2019		Gaza ZBS	Host Community			29
Zimbabwe	06/04/2019		TANGANDA	Host Community			65
Zimbabwe	06/04/2019		BIRIRANO	Host Community			90
Zimbabwe	06/04/2019		MUSANI	Host Community			55
Zimbabwe	06/04/2019		GIDEON	Host Community			90
Zimbabwe	06/04/2019		Gaza	Host Community			22
Zimbabwe	06/04/2019		Chipanbayi	Host Community			90
Zimbabwe	06/04/2019		AFM Gaza	Host Community			22
Zimbabwe	06/04/2019		NEW YEAR GIFT	Camp Like Sites			410
Zimbabwe	06/04/2019		JOPPA	Host Community			134
Zimbabwe	06/04/2019		SAMUTSA	Host Community			750
Zimbabwe	06/04/2019		CHRISTINA	Host Community			1781
Zimbabwe	06/04/2019		Gaza/Matione/Mutipfa	Host Community			0
Zimbabwe	06/04/2019		Magodora	Host Community			29
Zimbabwe	06/04/2019		Madzinga	Host Community			45
Zimbabwe	06/04/2019		Chivhunze	Host Community			99
Zimbabwe	06/04/2019		Mwandeka	Host Community			86
Zimbabwe	06/04/2019		Manyaya	Host Community			56
Zimbabwe	06/04/2019		Medium D	Host Community			70
Zimbabwe	06/04/2019		MUTURIKWA	Host Community			185
Zimbabwe	06/04/2019		CHIPANGA	Host Community			160
Zimbabwe	06/04/2019		FOROMA	Host Community			80
Zimbabwe	06/04/2019		CHIVHUNZE	Host Community			240
Zimbabwe	06/04/2019		MATERANHEMA	Host Community			110
Zimbabwe	06/04/2019		MUGUYO	Host Community			190
Zimbabwe	06/04/2019		Makatabeya	Host Community			12
Zimbabwe	06/04/2019		NDIYADZWA	Host Community			180
Zimbabwe	06/04/2019		PAIDAMOYO	Host Community			110
Zimbabwe	06/04/2019		EKAYA	Host Community			315
Zimbabwe	06/04/2019		MUGUYO	Host Community			340
Zimbabwe	06/04/2019		MUCHA	Host Community			135
Zimbabwe	06/04/2019		Hillyland	Host Community			7
Zimbabwe	06/04/2019		Landsdown	Host Community			2
Zimbabwe	06/04/2019		Skoonge	Host Community			10
Zimbabwe	06/04/2019		Woodstar	Host Community			6
Zimbabwe	06/04/2019		Cantburry	Host Community			13
Zimbabwe	06/04/2019		Dingledale	Host Community			7
Zimbabwe	06/04/2019		Watershed	Host Community			2
Zimbabwe	06/04/2019		Vhezama	Host Community			4
Zimbabwe	06/04/2019		Heartbeatsnake	Host Community			7
Zimbabwe	06/04/2019		Retivlay	Host Community			7
Zimbabwe	06/04/2019		GLANGALY B	Host Community			26
Zimbabwe	06/04/2019		HORUG	Host Community			19
Zimbabwe	06/04/2019		YPRES	Host Community			25
Zimbabwe	06/04/2019		Ngoma village	Host Community			78
Zimbabwe	06/04/2019		Matione village	Host Community			100
Zimbabwe	06/04/2019		Ndakazuza village	Host Community			40
Zimbabwe	06/04/2019		Mwatsaka village	Host Community			89
Zimbabwe	06/04/2019		Chikwanda village	Host Community			126
Zimbabwe	06/04/2019		Charurwa village	Host Community			150
Zimbabwe	06/04/2019		CHINYERERE VILLAGE	Host Community			300
Zimbabwe	06/04/2019		MUFOYA VILLAGE	Host Community			126
Zimbabwe	06/04/2019		MASABEYA VILLAGE	Host Community			200
Zimbabwe	06/04/2019		CHIKWANDA	Host Community			212
Zimbabwe	06/04/2019		MATURURA	Host Community			100
Zimbabwe	06/04/2019		ZIMUKAI	Host Community			16
Zimbabwe	06/04/2019		CHIGARAPOMOYO	Host Community			17
Zimbabwe	06/04/2019		DHAMBA	Host Community			20
Zimbabwe	06/04/2019		MUSHEEKWA	Host Community			200
Zimbabwe	06/04/2019		JAZI MARIFIYE	Host Community			300
Zimbabwe	06/04/2019		MUYABANISO	Host Community			3
Zimbabwe	06/04/2019		YUNGA	Host Community			10
Zimbabwe	06/04/2019		MABEURE	Host Community			12
Zimbabwe	06/04/2019		MAKUMBA	Host Community			26
Zimbabwe	06/04/2019		MASUNUNGURE	Host Community			770
Zimbabwe	06/04/2019		CHIMEDZE	Host Community			770
Zimbabwe	06/04/2019		MUVHECHA	Host Community			850
Zimbabwe	06/04/2019		ZIYAPENDUKA	Host Community			700
Zimbabwe	06/04/2019		CHITENDE	Host Community			152
Zimbabwe	06/04/2019		MACHOMIRO	Host Community			100
Zimbabwe	06/04/2019		MABEURE	Host Community			300
Zimbabwe	06/04/2019		GOZA	Host Community			400
Zimbabwe	06/04/2019		CHIGONDA	Host Community			362
Zimbabwe	06/04/2019		MUTANGE/SARE	Host Community			12
Zimbabwe	06/04/2019		GUMIRO	Host Community			269
Zimbabwe	06/04/2019		CHAREKWA	Host Community			270
Zimbabwe	06/04/2019		Munasi Village	Host Community			1
Zimbabwe	06/04/2019		Sita Village	Host Community			4
Zimbabwe	06/04/2019		Zibuke	Host Community			6
Zimbabwe	06/04/2019		TAPERA	Host Community			40
Zimbabwe	06/04/2019		Daisy Hill village	Host Community			1200
Zimbabwe	06/04/2019		Pfidza Village	Host Community			850
